month,loan_type,account_count,share_of_month,dimension,dpd,risk_segment,status,schema_version
2024-03,,122,0.0868945868945869,dpd,5.0,,,
2024-03,,112,0.07977207977207977,dpd,15.0,,,
2024-03,,120,0.08547008547008547,dpd,30.0,,,
2024-03,,130,0.09259259259259259,dpd,45.0,,,
2024-03,,138,0.09829059829059829,dpd,60.0,,,
2024-03,,140,0.09971509971509972,dpd,75.0,,,
2024-03,,133,0.09472934472934473,dpd,90.0,,,
2024-03,,118,0.08404558404558404,dpd,120.0,,,
2024-03,,127,0.09045584045584046,dpd,180.0,,,
2024-04,,124,0.09817893903404593,dpd,0.0,,,
2024-04,,106,0.08392715756136183,dpd,1.0,,,
2024-04,,120,0.09501187648456057,dpd,5.0,,,
2024-04,,116,0.09184481393507522,dpd,15.0,,,
2024-04,,127,0.10055423594615993,dpd,30.0,,,
2024-04,,100,0.0791765637371338,dpd,45.0,,,
2024-04,,112,0.08867775138558986,dpd,60.0,,,
2024-04,,120,0.09501187648456057,dpd,75.0,,,
2024-04,,111,0.08788598574821853,dpd,90.0,,,
2024-04,,106,0.08392715756136183,dpd,120.0,,,
2024-04,,121,0.0958036421219319,dpd,180.0,,,
2024-05,,134,0.10411810411810411,dpd,0.0,,,
2024-05,,124,0.09634809634809635,dpd,1.0,,,
2024-05,,112,0.08702408702408702,dpd,5.0,,,
2024-05,,113,0.08780108780108781,dpd,15.0,,,
2024-05,,112,0.08702408702408702,dpd,30.0,,,
2024-05,,133,0.10334110334110334,dpd,45.0,,,
2024-05,,103,0.08003108003108003,dpd,60.0,,,
2024-05,,125,0.09712509712509712,dpd,75.0,,,
2024-05,,108,0.08391608391608392,dpd,90.0,,,
2024-05,,122,0.0947940947940948,dpd,120.0,,,
2024-05,,101,0.07847707847707848,dpd,180.0,,,
2024-06,,111,0.09105824446267433,dpd,0.0,,,
2024-06,,110,0.09023789991796555,dpd,1.0,,,
2024-06,,110,0.09023789991796555,dpd,5.0,,,
2024-06,,116,0.0951599671862182,dpd,15.0,,,
2024-06,,96,0.07875307629204266,dpd,30.0,,,
2024-06,,106,0.08695652173913043,dpd,45.0,,,
2024-06,,109,0.08941755537325677,dpd,60.0,,,
2024-06,,116,0.0951599671862182,dpd,75.0,,,
2024-06,,115,0.09433962264150944,dpd,90.0,,,
2024-06,,136,0.11156685808039377,dpd,120.0,,,
2024-06,,94,0.0771123872026251,dpd,180.0,,,
2024-07,,116,0.08761329305135952,dpd,0.0,,,
2024-07,,124,0.09365558912386707,dpd,1.0,,,
2024-07,,109,0.0823262839879154,dpd,5.0,,,
2024-07,,125,0.09441087613293052,dpd,15.0,,,
2024-07,,117,0.08836858006042296,dpd,30.0,,,
2024-07,,113,0.08534743202416918,dpd,45.0,,,
2024-07,,130,0.09818731117824774,dpd,60.0,,,
2024-07,,105,0.07930513595166164,dpd,75.0,,,
2024-07,,132,0.09969788519637462,dpd,90.0,,,
2024-07,,128,0.09667673716012085,dpd,120.0,,,
2024-07,,125,0.09441087613293052,dpd,180.0,,,
2024-08,,114,0.08394698085419734,dpd,0.0,,,
2024-08,,127,0.093519882179676,dpd,1.0,,,
2024-08,,127,0.093519882179676,dpd,5.0,,,
2024-08,,120,0.08836524300441827,dpd,15.0,,,
2024-08,,145,0.10677466863033873,dpd,30.0,,,
2024-08,,120,0.08836524300441827,dpd,45.0,,,
2024-08,,118,0.08689248895434462,dpd,60.0,,,
2024-08,,98,0.07216494845360824,dpd,75.0,,,
2024-08,,135,0.09941089837997054,dpd,90.0,,,
2024-08,,128,0.09425625920471281,dpd,120.0,,,
2024-08,,126,0.09278350515463918,dpd,180.0,,,
2024-09,,115,0.08672699849170437,dpd,0.0,,,
2024-09,,111,0.083710407239819,dpd,1.0,,,
2024-09,,122,0.09200603318250378,dpd,5.0,,,
2024-09,,135,0.10180995475113122,dpd,15.0,,,
2024-09,,124,0.09351432880844646,dpd,30.0,,,
2024-09,,118,0.0889894419306184,dpd,45.0,,,
2024-09,,140,0.10558069381598793,dpd,60.0,,,
2024-09,,120,0.09049773755656108,dpd,75.0,,,
2024-09,,120,0.09049773755656108,dpd,90.0,,,
2024-09,,110,0.08295625942684766,dpd,120.0,,,
2024-09,,111,0.083710407239819,dpd,180.0,,,
2024-10,,123,0.09030837004405286,dpd,0.0,,,
2024-10,,134,0.09838472834067548,dpd,1.0,,,
2024-10,,125,0.09177679882525698,dpd,5.0,,,
2024-10,,129,0.0947136563876652,dpd,15.0,,,
2024-10,,120,0.0881057268722467,dpd,30.0,,,
2024-10,,118,0.08663729809104258,dpd,45.0,,,
2024-10,,125,0.09177679882525698,dpd,60.0,,,
2024-10,,122,0.08957415565345081,dpd,75.0,,,
2024-10,,134,0.09838472834067548,dpd,90.0,,,
2024-10,,107,0.07856093979441997,dpd,120.0,,,
2024-10,,125,0.09177679882525698,dpd,180.0,,,
2024-11,,106,0.08229813664596274,dpd,0.0,,,
2024-11,,114,0.08850931677018634,dpd,1.0,,,
2024-11,,105,0.08152173913043478,dpd,5.0,,,
2024-11,,126,0.09782608695652174,dpd,15.0,,,
2024-11,,112,0.08695652173913043,dpd,30.0,,,
2024-11,,103,0.07996894409937888,dpd,45.0,,,
2024-11,,141,0.10947204968944099,dpd,60.0,,,
2024-11,,119,0.09239130434782608,dpd,75.0,,,
2024-11,,110,0.08540372670807453,dpd,90.0,,,
2024-11,,139,0.10791925465838509,dpd,120.0,,,
2024-11,,113,0.08773291925465838,dpd,180.0,,,
2024-12,,102,0.0781010719754977,dpd,0.0,,,
2024-12,,125,0.09571209800918837,dpd,1.0,,,
2024-12,,120,0.09188361408882083,dpd,5.0,,,
2024-12,,131,0.1003062787136294,dpd,15.0,,,
2024-12,,121,0.09264931087289434,dpd,30.0,,,
2024-12,,121,0.09264931087289434,dpd,45.0,,,
2024-12,,112,0.08575803981623277,dpd,60.0,,,
2024-12,,113,0.08652373660030628,dpd,75.0,,,
2024-12,,114,0.08728943338437979,dpd,90.0,,,
2024-12,,112,0.08575803981623277,dpd,120.0,,,
2024-12,,135,0.10336906584992343,dpd,180.0,,,
2025-01,,116,0.08708708708708708,dpd,0.0,,,
2025-01,,135,0.10135135135135136,dpd,1.0,,,
2025-01,,123,0.09234234234234234,dpd,5.0,,,
2025-01,,130,0.09759759759759759,dpd,15.0,,,
2025-01,,128,0.0960960960960961,dpd,30.0,,,
2025-01,,116,0.08708708708708708,dpd,45.0,,,
2025-01,,115,0.08633633633633633,dpd,60.0,,,
2025-01,,119,0.08933933933933934,dpd,75.0,,,
2025-01,,102,0.07657657657657657,dpd,90.0,,,
2025-01,,130,0.09759759759759759,dpd,120.0,,,
2025-01,,118,0.08858858858858859,dpd,180.0,,,
2025-02,,113,0.09172077922077922,dpd,0.0,,,
2025-02,,115,0.09334415584415584,dpd,1.0,,,
2025-02,,108,0.08766233766233766,dpd,5.0,,,
2025-02,,109,0.08847402597402597,dpd,15.0,,,
2025-02,,89,0.07224025974025974,dpd,30.0,,,
2025-02,,126,0.10227272727272728,dpd,45.0,,,
2025-02,,100,0.08116883116883117,dpd,60.0,,,
2025-02,,116,0.09415584415584416,dpd,75.0,,,
2025-02,,105,0.08522727272727272,dpd,90.0,,,
2025-02,,123,0.09983766233766234,dpd,120.0,,,
2025-02,,128,0.1038961038961039,dpd,180.0,,,
2025-03,,107,0.07896678966789668,dpd,0.0,,,
2025-03,,134,0.0988929889298893,dpd,1.0,,,
2025-03,,129,0.0952029520295203,dpd,5.0,,,
2025-03,,129,0.0952029520295203,dpd,15.0,,,
2025-03,,127,0.09372693726937269,dpd,30.0,,,
2025-03,,114,0.08413284132841328,dpd,45.0,,,
2025-03,,125,0.09225092250922509,dpd,60.0,,,
2025-03,,117,0.08634686346863468,dpd,75.0,,,
2025-03,,111,0.08191881918819188,dpd,90.0,,,
2025-03,,135,0.0996309963099631,dpd,120.0,,,
2025-03,,127,0.09372693726937269,dpd,180.0,,,
2025-04,,106,0.08426073131955485,dpd,0.0,,,
2025-04,,109,0.08664546899841018,dpd,1.0,,,
2025-04,,113,0.08982511923688394,dpd,5.0,,,
2025-04,,110,0.08744038155802862,dpd,15.0,,,
2025-04,,114,0.09062003179650238,dpd,30.0,,,
2025-04,,122,0.09697933227344992,dpd,45.0,,,
2025-04,,110,0.08744038155802862,dpd,60.0,,,
2025-04,,117,0.09300476947535771,dpd,75.0,,,
2025-04,,124,0.0985691573926868,dpd,90.0,,,
2025-04,,111,0.08823529411764706,dpd,120.0,,,
2025-04,,122,0.09697933227344992,dpd,180.0,,,
2025-05,,123,0.09662215239591516,dpd,0.0,,,
2025-05,,119,0.09347996857816182,dpd,1.0,,,
2025-05,,119,0.09347996857816182,dpd,5.0,,,
2025-05,,118,0.09269442262372349,dpd,15.0,,,
2025-05,,104,0.0816967792615868,dpd,30.0,,,
2025-05,,116,0.09112333071484682,dpd,45.0,,,
2025-05,,108,0.08483896307934014,dpd,60.0,,,
2025-05,,136,0.10683424980361352,dpd,75.0,,,
2025-05,,118,0.09269442262372349,dpd,90.0,,,
2025-05,,100,0.07855459544383346,dpd,120.0,,,
2025-05,,112,0.08798114689709348,dpd,180.0,,,
2025-06,,130,0.1035031847133758,dpd,0.0,,,
2025-06,,104,0.08280254777070063,dpd,1.0,,,
2025-06,,128,0.10191082802547771,dpd,5.0,,,
2025-06,,116,0.09235668789808917,dpd,15.0,,,
2025-06,,124,0.09872611464968153,dpd,30.0,,,
2025-06,,109,0.08678343949044585,dpd,45.0,,,
2025-06,,104,0.08280254777070063,dpd,60.0,,,
2025-06,,115,0.09156050955414012,dpd,75.0,,,
2025-06,,106,0.08439490445859872,dpd,90.0,,,
2025-06,,104,0.08280254777070063,dpd,120.0,,,
2025-06,,116,0.09235668789808917,dpd,180.0,,,
2025-07,,115,0.0895638629283489,dpd,0.0,,,
2025-07,,110,0.08566978193146417,dpd,1.0,,,
2025-07,,118,0.09190031152647975,dpd,5.0,,,
2025-07,,116,0.09034267912772585,dpd,15.0,,,
2025-07,,112,0.08722741433021806,dpd,30.0,,,
2025-07,,115,0.0895638629283489,dpd,45.0,,,
2025-07,,133,0.10358255451713395,dpd,60.0,,,
2025-07,,112,0.08722741433021806,dpd,75.0,,,
2025-07,,121,0.09423676012461059,dpd,90.0,,,
2025-07,,121,0.09423676012461059,dpd,120.0,,,
2025-07,,111,0.08644859813084112,dpd,180.0,,,
2025-08,,117,0.08843537414965986,dpd,0.0,,,
2025-08,,97,0.07331821617535904,dpd,1.0,,,
2025-08,,121,0.09145880574452003,dpd,5.0,,,
2025-08,,141,0.10657596371882086,dpd,15.0,,,
2025-08,,131,0.09901738473167045,dpd,30.0,,,
2025-08,,125,0.0944822373393802,dpd,45.0,,,
2025-08,,128,0.09674981103552532,dpd,60.0,,,
2025-08,,118,0.08919123204837491,dpd,75.0,,,
2025-08,,113,0.0854119425547997,dpd,90.0,,,
2025-08,,116,0.08767951625094482,dpd,120.0,,,
2025-08,,116,0.08767951625094482,dpd,180.0,,,
2025-09,,111,0.08155767817781043,dpd,0.0,,,
2025-09,,122,0.0896399706098457,dpd,1.0,,,
2025-09,,132,0.09698750918442321,dpd,5.0,,,
2025-09,,125,0.09184423218221896,dpd,15.0,,,
2025-09,,104,0.07641440117560618,dpd,30.0,,,
2025-09,,146,0.10727406318883174,dpd,45.0,,,
2025-09,,133,0.09772226304188097,dpd,60.0,,,
2025-09,,130,0.09551800146950772,dpd,75.0,,,
2025-09,,124,0.09110947832476121,dpd,90.0,,,
2025-09,,134,0.09845701689933872,dpd,120.0,,,
2025-09,,100,0.07347538574577517,dpd,180.0,,,
2025-10,,120,0.09056603773584905,dpd,0.0,,,
2025-10,,127,0.09584905660377359,dpd,1.0,,,
2025-10,,124,0.09358490566037736,dpd,5.0,,,
2025-10,,110,0.0830188679245283,dpd,15.0,,,
2025-10,,124,0.09358490566037736,dpd,30.0,,,
2025-10,,131,0.09886792452830188,dpd,45.0,,,
2025-10,,112,0.08452830188679246,dpd,60.0,,,
2025-10,,131,0.09886792452830188,dpd,75.0,,,
2025-10,,106,0.08,dpd,90.0,,,
2025-10,,123,0.09283018867924528,dpd,120.0,,,
2025-10,,117,0.08830188679245284,dpd,180.0,,,
2025-11,,115,0.09170653907496013,dpd,0.0,,,
2025-11,,123,0.09808612440191387,dpd,1.0,,,
2025-11,,98,0.07814992025518341,dpd,5.0,,,
2025-11,,102,0.08133971291866028,dpd,15.0,,,
2025-11,,117,0.09330143540669857,dpd,30.0,,,
2025-11,,112,0.08931419457735247,dpd,45.0,,,
2025-11,,122,0.09728867623604466,dpd,60.0,,,
2025-11,,105,0.08373205741626795,dpd,75.0,,,
2025-11,,123,0.09808612440191387,dpd,90.0,,,
2025-11,,121,0.09649122807017543,dpd,120.0,,,
2025-11,,116,0.09250398724082935,dpd,180.0,,,
2024-01,,317,0.2418001525553013,risk_segment,,HIGH,,
2024-01,,342,0.2608695652173913,risk_segment,,LOW,,
2024-01,,345,0.2631578947368421,risk_segment,,MEDIUM,,
2024-01,,307,0.2341723874904653,risk_segment,,NPA,,
2024-02,,314,0.24172440338722093,risk_segment,,HIGH,,
2024-02,,327,0.2517321016166282,risk_segment,,LOW,,
2024-02,,334,0.2571208622016936,risk_segment,,MEDIUM,,
2024-02,,324,0.24942263279445728,risk_segment,,NPA,,
2024-03,,377,0.26851851851851855,risk_segment,,HIGH,,
2024-03,,334,0.2378917378917379,risk_segment,,LOW,,
2024-03,,349,0.24857549857549857,risk_segment,,MEDIUM,,
2024-03,,344,0.245014245014245,risk_segment,,NPA,,
2024-04,,333,0.26365795724465557,risk_segment,,HIGH,,
2024-04,,337,0.2668250197941409,risk_segment,,LOW,,
2024-04,,298,0.23594615993665874,risk_segment,,MEDIUM,,
2024-04,,295,0.23357086302454474,risk_segment,,NPA,,
2024-05,,343,0.2665112665112665,risk_segment,,HIGH,,
2024-05,,324,0.2517482517482518,risk_segment,,LOW,,
2024-05,,313,0.2432012432012432,risk_segment,,MEDIUM,,
2024-05,,307,0.23853923853923853,risk_segment,,NPA,,
2024-06,,320,0.26251025430680885,risk_segment,,HIGH,,
2024-06,,307,0.25184577522559476,risk_segment,,LOW,,
2024-06,,309,0.2534864643150123,risk_segment,,MEDIUM,,
2024-06,,283,0.2321575061525841,risk_segment,,NPA,,
2024-07,,352,0.26586102719033233,risk_segment,,HIGH,,
2024-07,,331,0.25,risk_segment,,LOW,,
2024-07,,318,0.24018126888217523,risk_segment,,MEDIUM,,
2024-07,,323,0.24395770392749244,risk_segment,,NPA,,
2024-08,,329,0.2422680412371134,risk_segment,,HIGH,,
2024-08,,316,0.23269513991163476,risk_segment,,LOW,,
2024-08,,363,0.26730486008836524,risk_segment,,MEDIUM,,
2024-08,,350,0.25773195876288657,risk_segment,,NPA,,
2024-09,,347,0.2616892911010558,risk_segment,,HIGH,,
2024-09,,315,0.23755656108597284,risk_segment,,LOW,,
2024-09,,332,0.25037707390648567,risk_segment,,MEDIUM,,
2024-09,,332,0.25037707390648567,risk_segment,,NPA,,
2024-10,,359,0.263582966226138,risk_segment,,HIGH,,
2024-10,,329,0.24155653450807635,risk_segment,,LOW,,
2024-10,,369,0.2709251101321586,risk_segment,,MEDIUM,,
2024-10,,305,0.223935389133627,risk_segment,,NPA,,
2024-11,,318,0.2468944099378882,risk_segment,,HIGH,,
2024-11,,330,0.2562111801242236,risk_segment,,LOW,,
2024-11,,313,0.24301242236024845,risk_segment,,MEDIUM,,
2024-11,,327,0.25388198757763975,risk_segment,,NPA,,
2024-12,,319,0.2442572741194487,risk_segment,,HIGH,,
2024-12,,324,0.24808575803981622,risk_segment,,LOW,,
2024-12,,318,0.2434915773353752,risk_segment,,MEDIUM,,
2024-12,,345,0.26416539050535986,risk_segment,,NPA,,
2025-01,,331,0.2484984984984985,risk_segment,,HIGH,,
2025-01,,345,0.25900900900900903,risk_segment,,LOW,,
2025-01,,348,0.26126126126126126,risk_segment,,MEDIUM,,
2025-01,,308,0.23123123123123124,risk_segment,,NPA,,
2025-02,,320,0.2597402597402597,risk_segment,,HIGH,,
2025-02,,314,0.25487012987012986,risk_segment,,LOW,,
2025-02,,293,0.23782467532467533,risk_segment,,MEDIUM,,
2025-02,,305,0.24756493506493507,risk_segment,,NPA,,
2025-03,,353,0.2605166051660517,risk_segment,,HIGH,,
2025-03,,326,0.24059040590405903,risk_segment,,LOW,,
2025-03,,332,0.24501845018450186,risk_segment,,MEDIUM,,
2025-03,,344,0.25387453874538746,risk_segment,,NPA,,
2025-04,,298,0.2368839427662957,risk_segment,,HIGH,,
2025-04,,315,0.2503974562798092,risk_segment,,LOW,,
2025-04,,300,0.2384737678855326,risk_segment,,MEDIUM,,
2025-04,,345,0.2742448330683625,risk_segment,,NPA,,
2025-05,,326,0.25608798114689707,risk_segment,,HIGH,,
2025-05,,326,0.25608798114689707,risk_segment,,LOW,,
2025-05,,295,0.2317360565593087,risk_segment,,MEDIUM,,
2025-05,,326,0.25608798114689707,risk_segment,,NPA,,
2025-06,,293,0.23328025477707007,risk_segment,,HIGH,,
2025-06,,317,0.25238853503184716,risk_segment,,LOW,,
2025-06,,340,0.27070063694267515,risk_segment,,MEDIUM,,
2025-06,,306,0.24363057324840764,risk_segment,,NPA,,
2025-07,,314,0.24454828660436137,risk_segment,,HIGH,,
2025-07,,314,0.24454828660436137,risk_segment,,LOW,,
2025-07,,333,0.25934579439252337,risk_segment,,MEDIUM,,
2025-07,,323,0.2515576323987539,risk_segment,,NPA,,
2025-08,,331,0.25018896447467875,risk_segment,,HIGH,,
2025-08,,337,0.254724111866969,risk_segment,,LOW,,
2025-08,,337,0.254724111866969,risk_segment,,MEDIUM,,
2025-08,,318,0.24036281179138322,risk_segment,,NPA,,
2025-09,,330,0.24246877296105804,risk_segment,,HIGH,,
2025-09,,330,0.24246877296105804,risk_segment,,LOW,,
2025-09,,358,0.2630418809698751,risk_segment,,MEDIUM,,
2025-09,,343,0.2520205731080088,risk_segment,,NPA,,
2025-10,,321,0.24226415094339623,risk_segment,,HIGH,,
2025-10,,339,0.2558490566037736,risk_segment,,LOW,,
2025-10,,328,0.24754716981132074,risk_segment,,MEDIUM,,
2025-10,,337,0.25433962264150944,risk_segment,,NPA,,
2025-11,,307,0.24481658692185007,risk_segment,,HIGH,,
2025-11,,334,0.266347687400319,risk_segment,,LOW,,
2025-11,,308,0.24561403508771928,risk_segment,,MEDIUM,,
2025-11,,305,0.24322169059011164,risk_segment,,NPA,,
2024-01,,326,0.2486651411136537,status,,,ACTIVE,
2024-01,,304,0.2318840579710145,status,,,CLOSED,
2024-01,,358,0.2730739893211289,status,,,PAID,
2024-01,,323,0.2463768115942029,status,,,WRITEOFF,
2024-02,,332,0.25558121632024633,status,,,ACTIVE,
2024-02,,319,0.2455735180908391,status,,,CLOSED,
2024-02,,318,0.24480369515011546,status,,,PAID,
2024-02,,330,0.2540415704387991,status,,,WRITEOFF,
2024-03,,375,0.2670940170940171,status,,,ACTIVE,
2024-03,,334,0.2378917378917379,status,,,CLOSED,
2024-03,,363,0.25854700854700857,status,,,PAID,
2024-03,,332,0.23646723646723647,status,,,WRITEOFF,
