agent_id,accounts,recovered_accounts,recovery_amount,recovery_rate
AGT0000091,88,45,6016432.49,0.5113636363636364
AGT0000092,91,43,6592352.02,0.4725274725274725
AGT0000093,105,47,5952310.53,0.44761904761904764
AGT0000094,98,38,5466306.25,0.3877551020408163
AGT0000095,81,31,4754453.57,0.38271604938271603
AGT0000096,88,38,5464543.6,0.4318181818181818
AGT0000097,75,38,5482678.06,0.5066666666666667
AGT0000098,95,38,7130215.78,0.4
AGT0000099,104,48,6066775.95,0.46153846153846156
AGT0000100,88,35,5895622.1899999995,0.3977272727272727
AGT0000101,81,34,5594146.07,0.41975308641975306
AGT0000102,82,36,5272817.14,0.43902439024390244
AGT0000103,83,34,5093802.57,0.40963855421686746
AGT0000104,77,33,5490438.92,0.42857142857142855
AGT0000105,78,29,4612700.42,0.3717948717948718
AGT0000106,86,39,5920808.15,0.45348837209302323
AGT0000107,87,34,4641244.59,0.39080459770114945
AGT0000108,67,29,5291215.65,0.43283582089552236
AGT0000109,82,39,5651324.8,0.47560975609756095
AGT0000110,102,42,5369024.7299999995,0.4117647058823529
AGT0000111,97,45,6383078.84,0.4639175257731959
AGT0000112,93,51,6581526.18,0.5483870967741935
AGT0000113,70,32,4954016.45,0.45714285714285713
AGT0000114,84,31,5560675.54,0.36904761904761907
AGT0000115,94,50,6048178.08,0.5319148936170213
AGT0000116,93,39,5277028.99,0.41935483870967744
AGT0000117,95,49,6669055.59,0.5157894736842106
AGT0000118,103,49,6901731.44,0.47572815533980584
AGT0000119,83,41,5716162.92,0.4939759036144578
AGT0000120,72,29,4220767.26,0.4027777777777778
AGT0000121,91,43,6596493.29,0.4725274725274725
AGT0000122,93,44,5976815.71,0.4731182795698925
AGT0000123,129,58,9784505.85,0.4496124031007752
AGT0000124,81,31,4753640.18,0.38271604938271603
AGT0000125,88,33,4099903.75,0.375
AGT0000126,85,38,5543179.37,0.4470588235294118
AGT0000127,89,40,5856455.84,0.449438202247191
AGT0000128,84,41,5119023.5,0.4880952380952381
AGT0000129,85,45,6529934.9,0.5294117647058824
AGT0000130,84,34,4622318.25,0.40476190476190477
AGT0000131,95,38,5775146.46,0.4
AGT0000132,85,35,5423331.57,0.4117647058823529
AGT0000133,106,49,7316428.34,0.46226415094339623
AGT0000134,80,36,5989992.44,0.45
AGT0000135,87,33,4948957.86,0.3793103448275862
AGT0000136,84,32,4910420.63,0.38095238095238093
AGT0000137,93,40,4837751.7,0.43010752688172044
AGT0000138,87,33,4668312.28,0.3793103448275862
AGT0000139,87,29,3927950.05,0.3333333333333333
AGT0000140,93,41,6204053.34,0.44086021505376344
AGT0000141,100,42,6316045.68,0.42
AGT0000142,93,37,5221160.13,0.3978494623655914
AGT0000143,100,46,6582957.15,0.46
AGT0000144,102,41,5760687.77,0.4019607843137255
AGT0000145,102,46,6394641.3100000005,0.45098039215686275
AGT0000146,105,44,6399190.5,0.41904761904761906
AGT0000147,74,29,3862487.56,0.3918918918918919
AGT0000148,86,36,5163545.09,0.4186046511627907
AGT0000149,87,39,6333849.32,0.4482758620689655
AGT0000150,91,35,6186937.9,0.38461538461538464
AGT0000151,86,35,4991619.76,0.4069767441860465
AGT0000152,93,33,5248065.45,0.3548387096774194
AGT0000153,103,43,5406136.9799999995,0.4174757281553398
AGT0000154,77,39,6614097.93,0.5064935064935064
AGT0000155,84,37,5187869.86,0.44047619047619047
AGT0000156,86,41,5127313.9,0.47674418604651164
AGT0000157,86,39,4776594.5200000005,0.45348837209302323
AGT0000158,89,37,4538985.6,0.4157303370786517
AGT0000159,93,50,7418499.73,0.5376344086021505
AGT0000160,99,47,6926766.72,0.47474747474747475
AGT0000161,91,39,4993651.39,0.42857142857142855
AGT0000162,74,39,5289149.61,0.527027027027027
AGT0000163,98,41,5472299.22,0.41836734693877553
AGT0000164,84,39,4451631.68,0.4642857142857143
AGT0000165,77,33,5581807.12,0.42857142857142855
AGT0000166,86,43,5797534.38,0.5
AGT0000167,83,35,5977870.13,0.42168674698795183
AGT0000168,94,41,6764748.7299999995,0.43617021276595747
AGT0000169,85,34,5101661.02,0.4
AGT0000170,82,43,6463885.46,0.524390243902439
AGT0000171,102,46,5999724.82,0.45098039215686275
AGT0000172,89,36,4982856.12,0.4044943820224719
AGT0000173,93,31,4239971.84,0.3333333333333333
AGT0000174,79,39,6910453.13,0.4936708860759494
AGT0000175,79,36,4904763.13,0.45569620253164556
AGT0000176,81,39,6601415.44,0.48148148148148145
AGT0000177,101,46,5987610.98,0.45544554455445546
AGT0000178,85,39,6863304.13,0.4588235294117647
AGT0000179,76,38,5042631.01,0.5
AGT0000180,73,32,3459982.41,0.4383561643835616
AGT0000181,96,44,7303689.31,0.4583333333333333
AGT0000182,90,43,5779122.75,0.4777777777777778
AGT0000183,96,47,6204818.61,0.4895833333333333
AGT0000184,72,42,4970566.6,0.5833333333333334
AGT0000185,95,40,5571638.13,0.42105263157894735
AGT0000186,89,39,4971977.52,0.43820224719101125
AGT0000187,95,43,6927136.13,0.45263157894736844
AGT0000188,75,33,5249663.93,0.44
AGT0000189,81,40,6118225.06,0.49382716049382713
AGT0000190,85,39,5145120.84,0.4588235294117647
AGT0000191,87,47,5864921.42,0.5402298850574713
AGT0000192,83,33,4208864.71,0.39759036144578314
AGT0000193,69,34,4394669.62,0.4927536231884058
AGT0000194,100,46,7463647.89,0.46
AGT0000195,114,47,7307806.11,0.41228070175438597
AGT0000196,70,27,4132288.2800000003,0.38571428571428573
AGT0000197,83,36,5101860.11,0.43373493975903615
AGT0000198,85,43,6192399.59,0.5058823529411764
AGT0000199,98,46,5829243.43,0.46938775510204084
AGT0000200,77,24,5137537.84,0.3116883116883117
AGT0000201,70,30,4582360.57,0.42857142857142855
AGT0000202,92,41,5844743.45,0.44565217391304346
AGT0000203,93,47,6127890.78,0.5053763440860215
AGT0000204,99,34,5224932.15,0.3434343434343434
AGT0000205,80,38,5988268.64,0.475
AGT0000206,113,58,7107381.63,0.5132743362831859
AGT0000207,89,46,6046723.3,0.5168539325842697
AGT0000208,104,47,6326814.87,0.4519230769230769
AGT0000209,79,40,4295497.96,0.5063291139240507
AGT0000210,79,35,4551637.52,0.4430379746835443
AGT0000211,71,26,2947875.1,0.36619718309859156
AGT0000212,93,38,5940376.85,0.40860215053763443
AGT0000213,84,32,4568726.78,0.38095238095238093
AGT0000214,108,57,8034788.87,0.5277777777777778
AGT0000215,84,41,5190831.47,0.4880952380952381
AGT0000216,108,51,7241872.64,0.4722222222222222
AGT0000217,69,33,3939951.46,0.4782608695652174
AGT0000218,84,39,5950386.37,0.4642857142857143
AGT0000219,67,30,4283349.9,0.44776119402985076
AGT0000220,67,29,4264513.86,0.43283582089552236
AGT0000221,81,37,5718599.74,0.4567901234567901
AGT0000222,111,45,6089557.28,0.40540540540540543
AGT0000223,95,45,6385489.93,0.47368421052631576
AGT0000224,91,37,4719907.15,0.4065934065934066
AGT0000225,81,37,6232171.37,0.4567901234567901
AGT0000226,101,46,7227184.3,0.45544554455445546
AGT0000227,72,34,4123335.37,0.4722222222222222
AGT0000228,97,48,6308985.79,0.4948453608247423
AGT0000229,87,36,5208344.6,0.41379310344827586
AGT0000230,84,41,4637631.32,0.4880952380952381
AGT0000231,102,44,7277591.21,0.43137254901960786
AGT0000232,90,45,5650181.53,0.5
AGT0000233,88,33,4370279.52,0.375
AGT0000234,82,33,4365607.2700000005,0.4024390243902439
AGT0000235,87,42,5901085.899999999,0.4827586206896552
AGT0000236,96,40,5013310.97,0.4166666666666667
AGT0000237,82,41,4983268.56,0.5
AGT0000238,100,50,7239258.65,0.5
AGT0000239,108,46,6014505.64,0.42592592592592593
AGT0000240,88,37,5787812.17,0.42045454545454547
AGT0000241,84,35,4588980.12,0.4166666666666667
AGT0000242,70,36,4577683.4,0.5142857142857142
AGT0000243,91,45,6517628.67,0.4945054945054945
AGT0000244,78,38,4408052.5,0.48717948717948717
AGT0000245,96,44,6517780.43,0.4583333333333333
AGT0000246,81,39,4960558.57,0.48148148148148145
AGT0000247,98,45,6731081.56,0.45918367346938777
AGT0000248,108,42,6957354.18,0.3888888888888889
AGT0000249,78,43,6407565.64,0.5512820512820513
AGT0000250,90,40,6469987.05,0.4444444444444444
AGT0000251,94,37,5806922.81,0.39361702127659576
AGT0000252,81,42,5815112.87,0.5185185185185185
AGT0000253,82,41,5927160.78,0.5
AGT0000254,107,56,7239138.19,0.5233644859813084
AGT0000255,85,44,5620884.18,0.5176470588235295
AGT0000256,96,38,5867434.37,0.3958333333333333
AGT0000257,83,41,5213108.52,0.4939759036144578
AGT0000258,75,39,4564667.97,0.52
AGT0000259,101,43,5958751.1,0.42574257425742573
AGT0000260,101,44,5749806.4399999995,0.43564356435643564
AGT0000261,101,43,6525490.4,0.42574257425742573
AGT0000262,86,26,3668458.47,0.3023255813953488
AGT0000263,75,37,5542480.51,0.49333333333333335
AGT0000264,93,47,6854353.44,0.5053763440860215
AGT0000265,105,54,7214156.57,0.5142857142857142
AGT0000266,110,55,8744101.53,0.5
AGT0000267,85,40,5928714.97,0.47058823529411764
AGT0000268,81,34,4992302.87,0.41975308641975306
AGT0000269,91,30,5016281.1,0.32967032967032966
AGT0000270,101,43,6520679.57,0.42574257425742573
AGT0000271,83,40,5180921.43,0.4819277108433735
AGT0000272,89,42,5772959.66,0.47191011235955055
AGT0000273,89,41,5043467.46,0.4606741573033708
AGT0000274,76,36,5170904.16,0.47368421052631576
AGT0000275,117,55,7830796.84,0.4700854700854701
AGT0000276,74,38,5544001.81,0.5135135135135135
AGT0000277,77,41,5094089.09,0.5324675324675324
AGT0000278,79,30,4798963.26,0.379746835443038
AGT0000279,111,51,7062361.5,0.4594594594594595
AGT0000280,89,46,7650146.1,0.5168539325842697
AGT0000281,82,34,4886124.74,0.4146341463414634
AGT0000282,85,44,5050506.62,0.5176470588235295
AGT0000283,96,52,5913288.58,0.5416666666666666
AGT0000284,81,40,6612468.22,0.49382716049382713
AGT0000285,100,41,5937817.92,0.41
AGT0000286,76,30,4499606.87,0.39473684210526316
AGT0000287,61,25,3866233.86,0.4098360655737705
AGT0000288,87,32,5287543.78,0.367816091954023
AGT0000289,93,42,6805556.42,0.45161290322580644
AGT0000290,97,53,7315863.62,0.5463917525773195
AGT0000291,89,42,5601163.01,0.47191011235955055
AGT0000292,84,39,5031614.33,0.4642857142857143
AGT0000293,89,38,4675334.85,0.42696629213483145
AGT0000294,89,37,5546101.33,0.4157303370786517
AGT0000295,91,51,6282487.8,0.5604395604395604
AGT0000296,87,40,6076459.0600000005,0.45977011494252873
AGT0000297,90,39,5684074.22,0.43333333333333335
AGT0000298,81,39,5809048.18,0.48148148148148145
AGT0000299,111,49,6937593.22,0.44144144144144143
AGT0000300,89,34,4328591.69,0.38202247191011235
AGT0000301,90,39,5834073.37,0.43333333333333335
AGT0000302,89,40,5194912.2,0.449438202247191
AGT0000303,90,50,7371896.06,0.5555555555555556
AGT0000304,82,38,4566554.25,0.4634146341463415
AGT0000305,88,37,4836738.77,0.42045454545454547
AGT0000306,96,49,6859895.58,0.5104166666666666
AGT0000307,79,29,3217090.2,0.3670886075949367
AGT0000308,91,43,5196958.97,0.4725274725274725
AGT0000309,95,54,8334547.91,0.5684210526315789
AGT0000310,94,37,5085515.97,0.39361702127659576
AGT0000311,93,38,5702334.21,0.40860215053763443
AGT0000312,86,34,5815443.73,0.3953488372093023
AGT0000313,90,39,5352041.33,0.43333333333333335
AGT0000314,82,34,6010537.08,0.4146341463414634
AGT0000315,88,50,7022645.83,0.5681818181818182
AGT0000316,90,37,5492412.15,0.4111111111111111
AGT0000317,101,52,6348522.27,0.5148514851485149
AGT0000318,100,49,7571562.16,0.49
AGT0000319,95,36,5666483.11,0.37894736842105264
AGT0000320,89,37,6250279.16,0.4157303370786517
AGT0000321,76,33,4681273.93,0.4342105263157895
AGT0000322,75,35,4967735.59,0.4666666666666667
AGT0000323,76,37,4240256.11,0.4868421052631579
AGT0000324,89,39,5768008.45,0.43820224719101125
AGT0000325,94,42,5161563.0,0.44680851063829785
AGT0000326,93,40,5953649.59,0.43010752688172044
AGT0000327,96,43,6700638.42,0.4479166666666667
AGT0000328,110,49,7378828.9,0.44545454545454544
AGT0000329,78,40,5671541.3,0.5128205128205128
AGT0000330,69,31,4765443.11,0.4492753623188406
AGT0000331,85,28,4022343.86,0.32941176470588235
AGT0000332,87,37,4848689.9,0.42528735632183906
AGT0000333,92,42,6245963.4,0.45652173913043476
AGT0000334,85,37,3844171.96,0.43529411764705883
AGT0000335,71,25,3903101.62,0.352112676056338
AGT0000336,66,26,3194604.61,0.3939393939393939
AGT0000337,87,44,5691771.82,0.5057471264367817
AGT0000338,93,44,7105765.8,0.4731182795698925
AGT0000339,83,42,5349814.28,0.5060240963855421
AGT0000340,79,38,5442169.68,0.4810126582278481
AGT0000341,80,44,6035486.55,0.55
AGT0000342,84,35,5739279.09,0.4166666666666667
AGT0000343,84,42,5114907.09,0.5
AGT0000344,84,48,6310447.03,0.5714285714285714
AGT0000345,116,41,7449537.81,0.35344827586206895
AGT0000346,97,40,6096353.47,0.41237113402061853
AGT0000347,98,46,6497705.0200000005,0.46938775510204084
AGT0000348,85,39,6541623.22,0.4588235294117647
AGT0000349,98,39,6695937.58,0.3979591836734694
AGT0000350,84,38,6999017.23,0.4523809523809524
AGT0000351,98,41,6000729.82,0.41836734693877553
AGT0000352,87,32,4958323.76,0.367816091954023
AGT0000353,88,44,6536271.62,0.5
AGT0000354,78,33,4181145.67,0.4230769230769231
AGT0000355,83,44,4994078.5,0.5301204819277109
AGT0000356,96,38,5670529.29,0.3958333333333333
AGT0000357,64,27,4634758.99,0.421875
AGT0000358,68,31,4534516.98,0.45588235294117646
AGT0000359,97,48,6411435.94,0.4948453608247423
AGT0000360,73,25,3531255.63,0.3424657534246575
AGT0000361,100,37,5646092.31,0.37
AGT0000362,104,55,7482748.41,0.5288461538461539
AGT0000363,98,52,6911625.37,0.5306122448979592
AGT0000364,71,29,3843718.34,0.4084507042253521
AGT0000365,84,40,5727222.27,0.47619047619047616
AGT0000366,99,47,8034073.930000001,0.47474747474747475
AGT0000367,104,40,5696796.09,0.38461538461538464
AGT0000368,70,32,4468819.48,0.45714285714285713
AGT0000369,88,37,5688950.75,0.42045454545454547
AGT0000370,89,34,5236551.79,0.38202247191011235
AGT0000371,96,33,5126276.47,0.34375
AGT0000372,83,38,5917539.55,0.4578313253012048
AGT0000373,87,43,5832672.51,0.4942528735632184
AGT0000374,96,43,5516783.83,0.4479166666666667
AGT0000375,92,40,5800839.15,0.43478260869565216
AGT0000376,100,43,6658732.49,0.43
AGT0000377,98,42,5789928.3,0.42857142857142855
AGT0000378,87,32,5196536.54,0.367816091954023
AGT0000379,92,46,5777088.78,0.5
AGT0000380,76,34,4520116.31,0.4473684210526316
AGT0000381,94,32,4395099.37,0.3404255319148936
AGT0000382,93,44,5623576.48,0.4731182795698925
AGT0000383,85,43,4824086.96,0.5058823529411764
AGT0000384,71,33,4876419.52,0.4647887323943662
AGT0000385,97,39,6401398.1899999995,0.4020618556701031
AGT0000386,99,45,6242692.62,0.45454545454545453
AGT0000387,100,48,6936424.1899999995,0.48
AGT0000388,88,43,5651385.0200000005,0.48863636363636365
AGT0000389,90,47,7145969.35,0.5222222222222223
AGT0000390,86,39,5089267.69,0.45348837209302323
AGT0000391,89,42,5795396.07,0.47191011235955055
AGT0000392,81,34,5175528.41,0.41975308641975306
AGT0000393,98,39,5635199.5,0.3979591836734694
AGT0000394,82,35,4294863.18,0.4268292682926829
AGT0000395,79,40,5413119.91,0.5063291139240507
AGT0000396,99,43,6707322.03,0.43434343434343436
AGT0000397,94,42,6340324.51,0.44680851063829785
AGT0000398,71,36,3984518.29,0.5070422535211268
AGT0000399,85,33,4954117.66,0.38823529411764707
AGT0000400,78,39,5834882.64,0.5
AGT0000401,92,35,5584464.69,0.3804347826086957
AGT0000402,73,32,4571722.26,0.4383561643835616
AGT0000403,97,44,6871578.12,0.4536082474226804
AGT0000404,85,43,5897177.39,0.5058823529411764
AGT0000405,69,31,5195213.45,0.4492753623188406
AGT0000406,94,41,6334368.37,0.43617021276595747
AGT0000407,86,32,4513606.83,0.37209302325581395
AGT0000408,72,29,3547428.15,0.4027777777777778
AGT0000409,94,41,5747795.14,0.43617021276595747
AGT0000410,88,41,7320040.28,0.4659090909090909
AGT0000411,75,38,7497201.54,0.5066666666666667
AGT0000412,97,51,6887564.52,0.5257731958762887
AGT0000413,90,43,5261815.56,0.4777777777777778
AGT0000414,84,40,6070575.88,0.47619047619047616
AGT0000415,91,39,5652085.63,0.42857142857142855
AGT0000416,89,34,4408827.98,0.38202247191011235
AGT0000417,87,43,4925110.7,0.4942528735632184
AGT0000418,93,45,5680356.2,0.4838709677419355
AGT0000419,85,34,5813270.68,0.4
AGT0000420,98,44,6607071.68,0.4489795918367347
AGT0000421,93,41,6845898.12,0.44086021505376344
AGT0000422,94,31,4179983.35,0.32978723404255317
AGT0000423,86,39,5572593.52,0.45348837209302323
AGT0000424,105,40,6044557.38,0.38095238095238093
AGT0000425,105,50,6712603.41,0.47619047619047616
AGT0000426,100,44,6144656.5,0.44
AGT0000427,98,41,5983176.1,0.41836734693877553
AGT0000428,86,35,5412869.64,0.4069767441860465
AGT0000429,79,38,5500212.97,0.4810126582278481
AGT0000430,92,49,7604405.95,0.532608695652174
AGT0000431,75,36,4748218.81,0.48
AGT0000432,95,41,6466488.05,0.43157894736842106
AGT0000433,82,40,5537886.53,0.4878048780487805
AGT0000434,109,43,5049212.34,0.3944954128440367
AGT0000435,99,41,5039040.83,0.41414141414141414
AGT0000436,78,32,4533873.74,0.41025641025641024
AGT0000437,92,37,5535981.92,0.40217391304347827
AGT0000438,84,46,7304683.57,0.5476190476190477
AGT0000439,92,46,5662733.92,0.5
AGT0000440,81,40,5048340.37,0.49382716049382713
AGT0000441,79,32,4584214.6,0.4050632911392405
AGT0000442,87,39,5716268.9,0.4482758620689655
AGT0000443,96,41,6294997.27,0.4270833333333333
AGT0000444,86,40,5891035.99,0.46511627906976744
AGT0000445,79,40,5487863.12,0.5063291139240507
AGT0000446,97,43,6512421.76,0.44329896907216493
AGT0000447,72,31,4689606.600000001,0.4305555555555556
AGT0000448,102,40,7738432.1,0.39215686274509803
AGT0000449,69,28,3784774.22,0.4057971014492754
AGT0000450,101,44,6335839.01,0.43564356435643564
AGT0000451,80,31,4658678.79,0.3875
AGT0000452,97,42,5930635.82,0.4329896907216495
AGT0000453,77,35,6182631.68,0.45454545454545453
AGT0000454,90,39,6294846.21,0.43333333333333335
AGT0000455,84,37,5916562.07,0.44047619047619047
AGT0000456,100,41,6385168.37,0.41
AGT0000457,89,39,6087414.43,0.43820224719101125
AGT0000458,89,39,5819665.88,0.43820224719101125
AGT0000459,86,39,4861744.01,0.45348837209302323
AGT0000460,75,28,4008455.79,0.37333333333333335
AGT0000461,95,42,4959294.79,0.4421052631578947
AGT0000462,76,37,4910663.14,0.4868421052631579
AGT0000463,75,41,4655911.03,0.5466666666666666
AGT0000464,93,47,6760300.49,0.5053763440860215
AGT0000465,79,38,4589997.34,0.4810126582278481
AGT0000466,91,45,5400321.14,0.4945054945054945
AGT0000467,91,33,6041045.39,0.3626373626373626
AGT0000468,82,39,6010979.5600000005,0.47560975609756095
AGT0000469,91,38,5704141.41,0.4175824175824176
AGT0000470,81,37,6339480.33,0.4567901234567901
AGT0000471,90,46,6719137.37,0.5111111111111111
AGT0000472,96,35,5125953.61,0.3645833333333333
AGT0000473,80,35,4898286.79,0.4375
AGT0000474,69,29,3854844.19,0.42028985507246375
AGT0000475,89,44,6459944.2,0.4943820224719101
AGT0000476,90,36,4941920.79,0.4
AGT0000477,88,39,5330215.35,0.4431818181818182
AGT0000478,105,43,5233824.0,0.4095238095238095
AGT0000479,94,49,7601861.66,0.5212765957446809
AGT0000480,88,36,5819265.06,0.4090909090909091
AGT0000481,87,48,7890043.68,0.5517241379310345
AGT0000482,96,42,6910366.91,0.4375
AGT0000483,92,48,6861218.45,0.5217391304347826
AGT0000484,90,33,5306578.59,0.36666666666666664
AGT0000485,76,36,5281335.91,0.47368421052631576
AGT0000486,79,35,4397966.18,0.4430379746835443
AGT0000487,88,46,5716328.14,0.5227272727272727
AGT0000488,78,34,4318572.26,0.4358974358974359
AGT0000489,95,48,7886546.26,0.5052631578947369
AGT0000490,84,32,5786374.05,0.38095238095238093
AGT0000491,85,36,4615320.33,0.4235294117647059
AGT0000492,88,34,4447009.08,0.38636363636363635
AGT0000493,98,43,6046678.51,0.4387755102040816
AGT0000494,96,47,5841545.7299999995,0.4895833333333333
AGT0000495,83,42,5309915.11,0.5060240963855421
AGT0000496,88,38,5135279.53,0.4318181818181818
AGT0000497,74,31,4153643.53,0.4189189189189189
AGT0000498,81,34,5220959.77,0.41975308641975306
AGT0000499,78,28,4086737.25,0.358974358974359
AGT0000500,98,46,7871080.05,0.46938775510204084
AGT0000501,96,41,5883131.4,0.4270833333333333
AGT0000502,102,52,6699201.74,0.5098039215686274
AGT0000503,84,44,6598317.64,0.5238095238095238
AGT0000504,97,46,6560337.16,0.4742268041237113
AGT0000505,89,43,5786909.38,0.48314606741573035
AGT0000506,89,32,4463242.39,0.3595505617977528
AGT0000507,68,26,3480983.18,0.38235294117647056
AGT0000508,99,45,5807865.01,0.45454545454545453
AGT0000509,83,36,5421833.49,0.43373493975903615
AGT0000510,86,41,6785905.29,0.47674418604651164
AGT0000511,82,34,4389002.0,0.4146341463414634
AGT0000512,89,34,5175061.57,0.38202247191011235
AGT0000513,81,34,4767041.75,0.41975308641975306
AGT0000514,94,39,5433987.42,0.4148936170212766
AGT0000515,85,35,4160751.19,0.4117647058823529
AGT0000516,92,40,5375745.04,0.43478260869565216
AGT0000517,101,34,5496619.3100000005,0.33663366336633666
AGT0000518,82,31,5171293.06,0.3780487804878049
AGT0000519,81,39,5031710.4,0.48148148148148145
AGT0000520,75,36,5220620.24,0.48
AGT0000521,82,44,5240677.32,0.5365853658536586
AGT0000522,72,27,4208380.81,0.375
AGT0000523,96,43,6275393.85,0.4479166666666667
AGT0000524,92,34,4720295.78,0.3695652173913043
AGT0000525,79,37,5650628.83,0.46835443037974683
AGT0000526,108,44,6270399.67,0.4074074074074074
AGT0000527,101,48,6300014.88,0.4752475247524752
AGT0000528,75,31,4643899.56,0.41333333333333333
AGT0000529,89,46,6634874.88,0.5168539325842697
AGT0000530,93,45,5896591.86,0.4838709677419355
AGT0000531,70,32,4220922.63,0.45714285714285713
AGT0000532,102,51,6434861.93,0.5
AGT0000533,92,41,5794590.54,0.44565217391304346
AGT0000534,90,42,6675842.8,0.4666666666666667
AGT0000535,108,47,5668903.22,0.4351851851851852
AGT0000536,80,39,5243770.13,0.4875
AGT0000537,79,35,4466106.33,0.4430379746835443
AGT0000538,94,49,6180183.05,0.5212765957446809
AGT0000539,92,45,6991871.27,0.4891304347826087
AGT0000540,106,39,5199740.42,0.36792452830188677
AGT0000541,85,30,5665192.91,0.35294117647058826
AGT0000542,93,41,5691690.46,0.44086021505376344
AGT0000543,75,34,5080507.16,0.4533333333333333
